age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
45,Without-pay,246618,10th,16,Widowed,Craft-repair,Unmarried,White,Female,61499,484,81,Canada,>50K
45,Private,309250,10th,4,Widowed,Prof-specialty,Unmarried,Black,Male,62271,2750,93,Cuba,<=50K
40,Self-emp-not-inc,217289,Assoc-voc,15,Divorced,Tech-support,Husband,Other,Male,8491,9039,82,Germany,<=50K
70,Self-emp-not-inc,68601,Assoc-acdm,10,Separated,Exec-managerial,Wife,Other,Male,46834,4099,63,United-States,<=50K
72,Private,83591,Assoc-voc,7,Widowed,Other-service,Unmarried,White,Female,97161,9417,66,India,>50K
84,Federal-gov,317042,Bachelors,3,Married-civ-spouse,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,88248,9769,90,Germany,<=50K
40,Self-emp-not-inc,155362,Bachelors,3,Never-married,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,64139,8238,18,Cuba,>50K
69,Local-gov,255996,Some-college,6,Never-married,Sales,Own-child,White,Male,72956,6023,26,Canada,>50K
60,Private,157465,Assoc-voc,11,Divorced,Prof-specialty,Own-child,Black,Female,75268,6896,28,India,>50K
40,Without-pay,367899,11th,3,Married-civ-spouse,Other-service,Own-child,Amer-Indian-Eskimo,Female,66885,3656,12,Jamaica,>50K
81,Local-gov,445249,HS-grad,1,Married-civ-spouse,Sales,Own-child,White,Male,65302,1304,5,United-States,<=50K
38,Self-emp-not-inc,374020,11th,2,Separated,Prof-specialty,Not-in-family,Black,Female,9012,1639,21,Germany,>50K
65,Self-emp-not-inc,493804,7th-8th,4,Widowed,Tech-support,Wife,Black,Male,12192,2221,54,Cuba,<=50K
79,Self-emp-not-inc,62748,HS-grad,4,Widowed,Tech-support,Not-in-family,White,Female,8305,7140,21,Germany,<=50K
68,Local-gov,143570,Masters,2,Married-civ-spouse,Exec-managerial,Not-in-family,Other,Female,93262,9655,89,Cuba,>50K
62,Without-pay,332321,Bachelors,7,Divorced,Prof-specialty,Not-in-family,White,Male,16260,936,69,Canada,>50K
81,Federal-gov,28463,HS-grad,8,Married-civ-spouse,Tech-support,Not-in-family,Black,Female,98448,5314,17,Germany,<=50K
67,State-gov,144337,7th-8th,15,Widowed,Tech-support,Husband,Amer-Indian-Eskimo,Female,73987,5652,81,Cuba,<=50K
51,Local-gov,467179,Assoc-voc,6,Married-civ-spouse,Craft-repair,Unmarried,Black,Female,27600,5832,70,Mexico,<=50K
19,Local-gov,201403,Assoc-voc,5,Divorced,Other-service,Husband,Amer-Indian-Eskimo,Female,66954,9757,10,Canada,>50K
67,Private,487712,Some-college,13,Divorced,Craft-repair,Wife,Amer-Indian-Eskimo,Female,21606,3406,28,Canada,>50K
51,Self-emp-not-inc,250617,7th-8th,6,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,94917,3751,83,India,>50K
62,Self-emp-not-inc,405859,Some-college,8,Separated,Exec-managerial,Unmarried,Black,Female,42317,1567,18,Canada,<=50K
80,Self-emp-not-inc,77541,HS-grad,3,Widowed,Sales,Husband,White,Female,42474,88,7,India,>50K
22,State-gov,209295,Assoc-acdm,9,Widowed,Exec-managerial,Unmarried,White,Female,85352,8349,81,Mexico,>50K
66,Federal-gov,161252,Masters,13,Widowed,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,14217,49,14,Germany,<=50K
89,Without-pay,288324,Assoc-acdm,6,Widowed,Tech-support,Husband,Black,Female,63070,756,41,Cuba,<=50K
18,Self-emp-not-inc,22295,Assoc-acdm,11,Widowed,Craft-repair,Unmarried,Asian-Pac-Islander,Male,13751,5353,72,Mexico,<=50K
73,State-gov,280542,Assoc-acdm,11,Separated,Prof-specialty,Own-child,Other,Female,72948,4785,13,Canada,<=50K
27,Self-emp-not-inc,127256,HS-grad,16,Divorced,Exec-managerial,Unmarried,White,Female,49409,7094,26,Cuba,<=50K
23,Private,316176,7th-8th,12,Never-married,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,23952,5390,12,Cuba,<=50K
67,State-gov,223132,Assoc-acdm,8,Never-married,Sales,Not-in-family,White,Male,85309,4897,83,Cuba,<=50K
82,Private,138873,HS-grad,4,Divorced,Other-service,Own-child,Amer-Indian-Eskimo,Female,5766,5870,99,India,<=50K
84,Self-emp-not-inc,487845,Masters,4,Widowed,Craft-repair,Wife,Black,Female,41336,8353,66,India,<=50K
79,Private,46671,10th,16,Separated,Tech-support,Not-in-family,Other,Female,42140,8694,1,India,>50K
40,Without-pay,471253,Assoc-acdm,1,Divorced,Tech-support,Wife,Other,Female,89510,6294,45,Jamaica,<=50K
31,State-gov,252161,Bachelors,5,Never-married,Prof-specialty,Husband,Black,Female,43834,5476,27,Mexico,<=50K
26,Without-pay,142284,Assoc-acdm,3,Divorced,Craft-repair,Unmarried,Black,Female,9115,9192,99,Cuba,>50K
33,Never-worked,187815,HS-grad,2,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,58583,8028,27,United-States,>50K
80,Self-emp-not-inc,264509,Assoc-acdm,4,Separated,Sales,Own-child,White,Female,70903,4406,49,Jamaica,>50K
45,Without-pay,341618,7th-8th,11,Widowed,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,89128,1964,60,Canada,>50K
32,Private,460444,Some-college,4,Separated,Tech-support,Own-child,Amer-Indian-Eskimo,Female,47987,6497,51,United-States,>50K
90,Private,271689,Some-college,2,Separated,Tech-support,Unmarried,Amer-Indian-Eskimo,Male,67132,4554,26,United-States,<=50K
41,Without-pay,161468,HS-grad,2,Separated,Craft-repair,Wife,Other,Female,81184,7704,6,Canada,<=50K
70,Without-pay,490611,Assoc-acdm,8,Never-married,Prof-specialty,Wife,Black,Female,20726,3130,8,Canada,<=50K
79,Never-worked,455806,HS-grad,5,Widowed,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,59775,885,39,Mexico,<=50K
26,Federal-gov,20545,Bachelors,15,Separated,Tech-support,Not-in-family,Asian-Pac-Islander,Male,91566,7804,90,Jamaica,>50K
32,Private,52725,10th,3,Divorced,Tech-support,Unmarried,Other,Female,71010,3227,83,Jamaica,<=50K
72,Self-emp-not-inc,48407,Assoc-voc,2,Separated,Sales,Not-in-family,Other,Male,12891,8372,9,India,<=50K
65,Local-gov,325025,Masters,10,Widowed,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,24081,4923,28,Jamaica,>50K
69,Local-gov,348556,Some-college,7,Separated,Exec-managerial,Wife,Black,Female,83525,4848,86,Germany,>50K
30,Federal-gov,111950,11th,9,Divorced,Exec-managerial,Not-in-family,Black,Male,55963,3843,37,India,>50K
19,Self-emp-not-inc,398025,11th,13,Separated,Tech-support,Wife,Black,Female,54961,7231,37,Mexico,<=50K
55,Never-worked,82954,10th,3,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Female,8083,8222,62,Germany,<=50K
80,Local-gov,251023,7th-8th,2,Married-civ-spouse,Craft-repair,Not-in-family,Black,Male,79507,188,11,Germany,>50K
27,Local-gov,429093,7th-8th,6,Married-civ-spouse,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,48226,6584,48,India,<=50K
19,Without-pay,164237,Assoc-acdm,8,Widowed,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,57240,6763,78,India,>50K
47,Self-emp-not-inc,68514,Assoc-voc,5,Divorced,Sales,Unmarried,Black,Female,82215,6847,6,Jamaica,<=50K
41,Without-pay,364342,10th,10,Married-civ-spouse,Prof-specialty,Husband,Other,Female,8726,6050,44,Jamaica,>50K
39,State-gov,255677,Masters,6,Never-married,Prof-specialty,Not-in-family,Other,Male,83125,9405,81,Germany,>50K
71,Never-worked,220567,Masters,1,Widowed,Sales,Not-in-family,Black,Male,19310,5149,24,Cuba,>50K
90,Without-pay,76182,Assoc-voc,14,Widowed,Other-service,Unmarried,Amer-Indian-Eskimo,Female,45940,5692,41,Germany,>50K
86,Self-emp-not-inc,238601,Assoc-voc,2,Separated,Other-service,Unmarried,Other,Male,37679,7052,85,Jamaica,>50K
53,Local-gov,300312,Some-college,16,Divorced,Other-service,Husband,Amer-Indian-Eskimo,Female,40891,9131,92,United-States,>50K
42,Federal-gov,243498,Masters,3,Separated,Craft-repair,Husband,White,Male,88243,9730,65,India,<=50K
41,Never-worked,35047,Assoc-acdm,8,Separated,Craft-repair,Own-child,White,Female,68313,6894,40,Cuba,>50K
31,State-gov,71661,Bachelors,1,Married-civ-spouse,Tech-support,Not-in-family,Asian-Pac-Islander,Female,4403,5244,60,India,<=50K
40,Without-pay,85667,7th-8th,4,Never-married,Other-service,Wife,Amer-Indian-Eskimo,Female,50217,2835,30,Mexico,>50K
51,Without-pay,196646,Assoc-voc,1,Married-civ-spouse,Tech-support,Own-child,Black,Female,12173,6834,6,India,<=50K
19,Federal-gov,341392,Assoc-voc,5,Divorced,Craft-repair,Wife,Amer-Indian-Eskimo,Female,53841,6877,74,Cuba,<=50K
59,Local-gov,209197,HS-grad,13,Widowed,Prof-specialty,Own-child,Amer-Indian-Eskimo,Female,47157,9527,20,Jamaica,<=50K
40,Never-worked,148375,HS-grad,7,Separated,Sales,Not-in-family,Other,Female,33290,2446,79,United-States,<=50K
57,Without-pay,480872,Bachelors,3,Never-married,Tech-support,Unmarried,Black,Male,84410,5221,12,Jamaica,>50K
23,Never-worked,208485,Some-college,14,Divorced,Craft-repair,Own-child,Black,Male,49829,2310,4,United-States,>50K
19,State-gov,74741,10th,3,Divorced,Craft-repair,Own-child,Amer-Indian-Eskimo,Female,79234,203,35,India,<=50K
86,Without-pay,397548,11th,15,Divorced,Sales,Unmarried,Other,Female,19596,3973,41,United-States,<=50K
85,Self-emp-not-inc,117976,Masters,6,Divorced,Sales,Husband,Black,Male,35200,8816,58,Mexico,>50K
22,Never-worked,233302,Some-college,11,Never-married,Other-service,Husband,Amer-Indian-Eskimo,Male,72748,2776,97,Germany,<=50K
71,Self-emp-not-inc,296694,Masters,13,Never-married,Sales,Wife,Black,Female,99374,5324,78,United-States,<=50K
21,Private,244854,Masters,13,Married-civ-spouse,Sales,Not-in-family,Black,Male,67208,929,17,Canada,<=50K
71,State-gov,353419,Assoc-acdm,9,Widowed,Craft-repair,Unmarried,White,Female,51122,5875,52,Germany,<=50K
83,Private,428076,10th,12,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Female,1129,1809,48,United-States,>50K
26,Local-gov,335428,Assoc-voc,5,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Female,62486,9687,68,Germany,>50K
43,Local-gov,386723,Bachelors,2,Separated,Craft-repair,Own-child,Amer-Indian-Eskimo,Female,84530,6206,35,Cuba,<=50K
81,Self-emp-not-inc,27478,HS-grad,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,11409,8924,1,United-States,<=50K
54,Never-worked,401756,HS-grad,3,Married-civ-spouse,Sales,Husband,Other,Male,98370,6680,66,Jamaica,>50K
73,Local-gov,122652,10th,2,Separated,Other-service,Own-child,Other,Male,79092,6224,15,Mexico,<=50K
34,State-gov,230306,10th,2,Never-married,Sales,Wife,Black,Female,81975,8082,68,Cuba,>50K
68,Never-worked,71961,HS-grad,8,Separated,Sales,Husband,Asian-Pac-Islander,Male,8676,2560,32,India,>50K
77,Never-worked,273067,10th,16,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,90189,3882,32,Cuba,<=50K
38,Without-pay,156589,Assoc-acdm,12,Widowed,Craft-repair,Unmarried,Black,Female,72487,9085,52,United-States,<=50K
73,Private,95197,11th,5,Divorced,Craft-repair,Not-in-family,Other,Female,91393,875,96,Cuba,<=50K
46,Without-pay,242073,Bachelors,3,Never-married,Prof-specialty,Wife,Asian-Pac-Islander,Female,82991,7437,97,Jamaica,>50K
71,Local-gov,231182,10th,16,Separated,Exec-managerial,Wife,Black,Female,36916,2592,41,Germany,<=50K
23,Never-worked,290979,Bachelors,3,Separated,Craft-repair,Wife,Black,Female,6468,1941,92,United-States,<=50K
34,State-gov,276203,7th-8th,6,Separated,Tech-support,Unmarried,Other,Female,7636,7413,67,Jamaica,<=50K
64,Never-worked,338530,HS-grad,11,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,80055,7589,10,Cuba,>50K
84,Self-emp-not-inc,30199,Assoc-acdm,15,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,69568,4109,35,India,>50K
75,Federal-gov,350365,HS-grad,3,Separated,Prof-specialty,Own-child,Other,Female,40876,6230,89,India,>50K
82,Local-gov,270629,HS-grad,4,Married-civ-spouse,Sales,Not-in-family,Amer-Indian-Eskimo,Female,86253,1411,24,Jamaica,>50K
23,Private,490406,10th,10,Divorced,Tech-support,Wife,Amer-Indian-Eskimo,Female,95047,9591,1,India,>50K
18,Without-pay,271601,11th,7,Divorced,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,38572,9915,87,Germany,<=50K
29,Without-pay,122225,10th,14,Divorced,Prof-specialty,Unmarried,White,Female,79115,36,2,Cuba,>50K
23,Never-worked,303180,HS-grad,14,Separated,Other-service,Own-child,White,Male,30803,6457,84,India,<=50K
49,State-gov,45945,11th,13,Widowed,Exec-managerial,Husband,Asian-Pac-Islander,Male,65347,2277,16,Germany,<=50K
24,Private,63849,Assoc-voc,14,Separated,Prof-specialty,Wife,Asian-Pac-Islander,Female,95635,4872,36,Cuba,>50K
37,Private,214574,Bachelors,12,Separated,Other-service,Wife,Amer-Indian-Eskimo,Female,43381,7694,15,Germany,<=50K
83,Without-pay,77762,Some-college,13,Never-married,Craft-repair,Own-child,Black,Male,83463,9210,37,Jamaica,>50K
57,Private,25571,Masters,9,Never-married,Sales,Wife,Other,Female,4303,1743,30,United-States,<=50K
80,Local-gov,385125,11th,12,Widowed,Other-service,Wife,Black,Male,70883,8033,55,United-States,<=50K
89,Local-gov,371083,10th,7,Never-married,Prof-specialty,Husband,White,Female,42134,230,30,Cuba,<=50K
31,State-gov,439298,Assoc-acdm,3,Never-married,Other-service,Wife,Asian-Pac-Islander,Male,62005,9882,61,United-States,>50K
24,Never-worked,94551,11th,2,Divorced,Exec-managerial,Husband,Black,Male,39763,2045,28,Jamaica,>50K
80,Federal-gov,397862,Bachelors,7,Widowed,Craft-repair,Unmarried,White,Female,39238,8512,1,Germany,>50K
44,State-gov,96814,Some-college,4,Never-married,Craft-repair,Wife,Black,Male,97204,4168,60,India,>50K
18,State-gov,20196,Masters,6,Widowed,Other-service,Not-in-family,Other,Female,2737,9743,49,Mexico,<=50K
18,Without-pay,233850,10th,1,Separated,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,50201,3622,64,United-States,<=50K
56,State-gov,32671,11th,9,Widowed,Craft-repair,Husband,Black,Male,90406,1889,33,India,<=50K
30,Private,220240,HS-grad,4,Never-married,Sales,Husband,Other,Female,59532,9723,96,Mexico,<=50K
69,State-gov,302196,10th,2,Married-civ-spouse,Other-service,Unmarried,Amer-Indian-Eskimo,Male,41722,2813,53,Jamaica,<=50K
63,Never-worked,458343,Assoc-voc,15,Separated,Sales,Wife,Amer-Indian-Eskimo,Male,7568,8978,8,Germany,<=50K
53,Never-worked,133459,Bachelors,5,Divorced,Exec-managerial,Husband,Black,Female,99313,9459,56,United-States,<=50K
20,Without-pay,320567,Assoc-acdm,2,Never-married,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,11351,6677,45,Canada,<=50K
43,Federal-gov,237988,HS-grad,16,Never-married,Tech-support,Wife,Amer-Indian-Eskimo,Male,10732,189,36,Jamaica,<=50K
33,Never-worked,464598,Assoc-acdm,7,Never-married,Sales,Wife,Other,Male,96392,310,14,India,<=50K
42,Federal-gov,293665,Assoc-voc,6,Widowed,Sales,Unmarried,Asian-Pac-Islander,Female,90225,7933,21,Jamaica,>50K
36,Without-pay,78890,Assoc-acdm,2,Widowed,Craft-repair,Wife,White,Male,42756,8321,43,Canada,<=50K
65,Never-worked,182239,Assoc-acdm,13,Divorced,Prof-specialty,Not-in-family,White,Female,88234,7247,89,Jamaica,>50K
57,Self-emp-not-inc,368382,10th,8,Separated,Exec-managerial,Wife,Black,Male,8800,4080,20,United-States,<=50K
62,Local-gov,179869,HS-grad,2,Divorced,Other-service,Wife,Other,Female,30368,1981,44,United-States,>50K
39,Never-worked,262507,10th,16,Never-married,Prof-specialty,Husband,Asian-Pac-Islander,Male,15813,1316,11,Cuba,<=50K
89,Federal-gov,15923,Bachelors,11,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,25094,9363,67,Cuba,<=50K
49,Federal-gov,152428,Masters,7,Married-civ-spouse,Prof-specialty,Own-child,Other,Male,55956,575,79,Mexico,<=50K
32,Private,58320,Masters,8,Never-married,Tech-support,Unmarried,White,Male,74353,13,35,Canada,>50K
28,Never-worked,99007,11th,11,Divorced,Craft-repair,Husband,Asian-Pac-Islander,Male,34800,8400,34,India,<=50K
74,Private,32623,11th,8,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,15360,8725,28,United-States,<=50K
64,Federal-gov,83092,Assoc-acdm,8,Widowed,Exec-managerial,Own-child,Asian-Pac-Islander,Female,26725,7926,15,Cuba,<=50K
85,Private,318380,Assoc-voc,11,Widowed,Tech-support,Husband,Asian-Pac-Islander,Male,73284,7461,54,Jamaica,>50K
46,State-gov,388721,Bachelors,15,Never-married,Sales,Own-child,Other,Male,29770,6659,48,Jamaica,<=50K
22,State-gov,174343,Assoc-voc,16,Widowed,Sales,Own-child,White,Female,59871,5757,23,Germany,>50K
29,Private,379011,Assoc-voc,7,Widowed,Craft-repair,Own-child,Asian-Pac-Islander,Male,16876,8555,76,Canada,>50K
71,Local-gov,473609,Masters,8,Married-civ-spouse,Tech-support,Unmarried,White,Female,77015,2917,16,Jamaica,>50K
22,Self-emp-not-inc,292167,HS-grad,8,Widowed,Exec-managerial,Unmarried,White,Female,18375,1303,83,Canada,<=50K
82,State-gov,36006,10th,9,Widowed,Craft-repair,Own-child,Amer-Indian-Eskimo,Female,82948,924,88,Germany,<=50K
79,Private,345649,10th,15,Separated,Craft-repair,Husband,Amer-Indian-Eskimo,Male,43386,9165,29,Mexico,<=50K
87,Local-gov,333201,Masters,8,Widowed,Prof-specialty,Not-in-family,Black,Male,86504,4718,69,Mexico,>50K
41,Local-gov,355560,7th-8th,3,Divorced,Craft-repair,Wife,White,Male,31003,6354,92,Germany,<=50K
39,Self-emp-not-inc,71530,Assoc-voc,2,Married-civ-spouse,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,60593,120,10,India,<=50K
65,Local-gov,130179,Some-college,5,Married-civ-spouse,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,80803,8903,39,Canada,<=50K
33,Local-gov,101760,Assoc-voc,12,Never-married,Exec-managerial,Husband,Asian-Pac-Islander,Male,34333,9319,48,Jamaica,>50K
78,Without-pay,472073,Assoc-voc,11,Divorced,Tech-support,Husband,Black,Male,57812,4562,73,Mexico,>50K
40,State-gov,404983,11th,6,Never-married,Tech-support,Own-child,White,Female,50718,1067,41,Germany,<=50K
71,Without-pay,106706,Some-college,16,Widowed,Exec-managerial,Own-child,Other,Male,20523,4907,99,India,>50K
85,Federal-gov,358887,Assoc-acdm,16,Never-married,Craft-repair,Wife,Other,Male,77514,8457,21,United-States,<=50K
72,Local-gov,17328,11th,10,Widowed,Exec-managerial,Unmarried,Black,Female,41419,2621,86,Mexico,>50K
64,Self-emp-not-inc,429308,Masters,6,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,77290,273,19,United-States,>50K
42,Never-worked,183909,Some-college,1,Divorced,Tech-support,Husband,Amer-Indian-Eskimo,Female,23131,8825,16,Cuba,<=50K
56,Local-gov,145854,7th-8th,6,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,52089,17,75,United-States,<=50K
49,Without-pay,188698,Some-college,13,Married-civ-spouse,Sales,Husband,White,Female,96133,5013,24,United-States,>50K
47,Without-pay,89214,10th,12,Divorced,Craft-repair,Not-in-family,White,Female,68025,169,59,Mexico,>50K
35,Never-worked,34010,HS-grad,3,Married-civ-spouse,Craft-repair,Not-in-family,Other,Female,97074,380,75,India,>50K
26,Private,75949,11th,7,Never-married,Tech-support,Unmarried,Other,Male,79557,6036,8,Cuba,>50K
85,State-gov,125396,Bachelors,13,Widowed,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,97734,3007,16,Germany,>50K
46,Local-gov,438455,10th,14,Divorced,Sales,Wife,Black,Female,79326,273,25,Cuba,<=50K
73,Self-emp-not-inc,130899,Assoc-voc,8,Separated,Tech-support,Not-in-family,Black,Female,83924,7168,4,India,>50K
64,State-gov,486137,Some-college,9,Widowed,Tech-support,Wife,White,Male,1443,47,36,Cuba,<=50K
75,Private,402887,Masters,11,Never-married,Sales,Own-child,Other,Male,76777,4652,63,Germany,>50K
59,Never-worked,298514,HS-grad,3,Never-married,Sales,Own-child,Black,Male,40445,4844,2,United-States,<=50K
39,Private,478723,Masters,16,Separated,Prof-specialty,Husband,Black,Female,76805,445,52,Jamaica,>50K
74,Private,355355,7th-8th,15,Never-married,Tech-support,Husband,Other,Female,17916,2687,71,India,>50K
26,Local-gov,483899,Assoc-acdm,10,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,49836,1047,93,Canada,<=50K
33,Never-worked,497990,Masters,10,Widowed,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,54310,32,34,India,>50K
80,Self-emp-not-inc,298139,HS-grad,1,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Female,34694,4750,35,India,<=50K
70,Self-emp-not-inc,114701,Assoc-voc,9,Married-civ-spouse,Craft-repair,Wife,Amer-Indian-Eskimo,Female,3189,7347,76,United-States,>50K
71,Without-pay,262231,10th,1,Never-married,Tech-support,Wife,Other,Male,13909,9258,40,India,<=50K
74,State-gov,99017,Assoc-acdm,5,Married-civ-spouse,Exec-managerial,Wife,Black,Male,18892,7902,37,Mexico,>50K
71,Federal-gov,261253,Assoc-acdm,4,Married-civ-spouse,Sales,Husband,Other,Female,49135,3958,23,Germany,>50K
85,Self-emp-not-inc,389346,Assoc-acdm,14,Separated,Sales,Unmarried,Other,Male,74607,6249,68,Canada,>50K
21,Never-worked,446627,11th,7,Never-married,Prof-specialty,Wife,Black,Male,54048,1760,55,India,>50K
63,Never-worked,311866,10th,15,Never-married,Tech-support,Unmarried,Other,Male,23701,7936,9,Germany,<=50K
60,State-gov,426277,Some-college,3,Separated,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Male,26499,7328,8,Germany,>50K
26,Local-gov,233222,Assoc-acdm,9,Separated,Prof-specialty,Husband,Asian-Pac-Islander,Male,2471,7068,36,Germany,>50K
90,Without-pay,47759,Assoc-voc,6,Separated,Prof-specialty,Not-in-family,Other,Female,81215,5282,38,India,<=50K
69,Never-worked,444847,7th-8th,7,Separated,Sales,Husband,Other,Male,41641,2232,40,Jamaica,<=50K
21,Local-gov,33363,11th,11,Never-married,Sales,Wife,Asian-Pac-Islander,Female,55257,8265,48,United-States,>50K
26,Federal-gov,377538,Masters,8,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,92407,8256,17,Mexico,>50K
33,Private,239064,Assoc-voc,10,Married-civ-spouse,Tech-support,Not-in-family,White,Male,40259,7499,76,Jamaica,>50K
59,State-gov,269536,Bachelors,5,Separated,Craft-repair,Husband,Asian-Pac-Islander,Male,89426,9519,38,United-States,>50K
68,Local-gov,131464,HS-grad,7,Married-civ-spouse,Other-service,Husband,Black,Female,2331,2341,72,United-States,>50K
68,Local-gov,386030,7th-8th,3,Separated,Exec-managerial,Unmarried,Black,Male,87747,7599,11,Jamaica,<=50K
36,Without-pay,258322,Assoc-acdm,14,Separated,Tech-support,Own-child,Other,Male,36620,382,36,Cuba,>50K
71,State-gov,109115,11th,16,Never-married,Prof-specialty,Husband,Black,Male,47186,8026,40,Canada,<=50K
78,Never-worked,77282,11th,16,Separated,Prof-specialty,Not-in-family,Black,Female,93812,5419,19,Cuba,>50K
30,Never-worked,382700,Bachelors,6,Married-civ-spouse,Craft-repair,Wife,White,Female,85483,658,44,United-States,<=50K
84,Local-gov,160979,7th-8th,7,Never-married,Prof-specialty,Own-child,White,Female,18511,7469,34,Mexico,>50K
57,Federal-gov,245384,Some-college,4,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,69162,8909,37,India,<=50K
50,Local-gov,64852,10th,1,Divorced,Craft-repair,Husband,White,Male,9944,6539,95,Canada,<=50K
64,Private,333011,Assoc-acdm,7,Widowed,Other-service,Husband,Black,Male,40290,1494,83,Mexico,>50K
84,Private,293444,11th,9,Separated,Exec-managerial,Own-child,Black,Female,95295,9086,49,India,<=50K
74,Local-gov,174453,Bachelors,2,Separated,Sales,Not-in-family,Amer-Indian-Eskimo,Male,41011,8772,62,Jamaica,<=50K
40,Self-emp-not-inc,480399,Masters,12,Divorced,Sales,Husband,Black,Male,70689,2389,84,United-States,>50K
20,Federal-gov,239424,Some-college,11,Married-civ-spouse,Sales,Wife,Other,Male,14921,2854,4,India,>50K
19,State-gov,249052,Masters,8,Divorced,Prof-specialty,Own-child,White,Male,37924,4929,97,Canada,<=50K
57,Never-worked,346530,HS-grad,4,Divorced,Tech-support,Not-in-family,Black,Male,25529,4239,54,Jamaica,>50K
23,Local-gov,351833,7th-8th,15,Widowed,Sales,Husband,Asian-Pac-Islander,Male,23810,9568,10,Mexico,<=50K
36,Without-pay,448346,Bachelors,16,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,41753,3598,25,India,>50K
28,State-gov,149578,HS-grad,9,Widowed,Tech-support,Own-child,Amer-Indian-Eskimo,Male,27282,2465,27,Jamaica,>50K
79,Without-pay,88093,Some-college,7,Never-married,Craft-repair,Unmarried,White,Female,87866,5063,92,Cuba,<=50K
39,Federal-gov,477762,Bachelors,14,Married-civ-spouse,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,20294,2951,15,India,>50K
41,Private,345992,Assoc-voc,15,Married-civ-spouse,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,21196,9699,63,United-States,>50K
69,Never-worked,49600,Masters,14,Widowed,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,35043,4308,8,India,>50K
80,Local-gov,320732,HS-grad,7,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Female,35154,7995,22,Canada,>50K
79,Federal-gov,169298,7th-8th,6,Married-civ-spouse,Other-service,Wife,Other,Female,57666,3601,84,Cuba,<=50K
83,Local-gov,396154,Some-college,5,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,77796,5240,89,India,<=50K
79,Self-emp-not-inc,75763,10th,12,Married-civ-spouse,Sales,Husband,White,Female,96494,7893,88,Canada,<=50K
58,Private,59112,Assoc-acdm,2,Married-civ-spouse,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,87724,6729,30,Cuba,>50K
39,Never-worked,79859,10th,7,Divorced,Sales,Husband,Asian-Pac-Islander,Male,49959,1411,19,United-States,<=50K
64,State-gov,265381,Masters,11,Divorced,Tech-support,Not-in-family,Asian-Pac-Islander,Male,14104,2896,17,India,>50K
51,Local-gov,328899,Bachelors,16,Never-married,Tech-support,Unmarried,Amer-Indian-Eskimo,Female,42973,4819,35,Canada,>50K
35,Local-gov,316542,HS-grad,4,Separated,Sales,Wife,Amer-Indian-Eskimo,Female,99182,3954,14,Cuba,<=50K
50,Without-pay,118595,Some-college,1,Divorced,Exec-managerial,Wife,White,Male,68419,2171,95,Cuba,>50K
86,Local-gov,346223,Masters,6,Widowed,Craft-repair,Not-in-family,Other,Male,34326,9040,79,Canada,>50K
